[27Nov2025 21:31:28.079] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, Uncle_Tyrone, --version, 1.21.1, --gameDir, C:/Users/Jeff/AppData/Roaming/PrismLauncher/instances/[MODIFIED] Cobblemon- OVERCLOCKED!/minecraft, --assetsDir, C:/Users/Jeff/AppData/Roaming/PrismLauncher/assets, --assetIndex, 17, --uuid, ee6c7ce545be4d069bb0e65a88ad70f9, --accessToken, ❄❄❄❄❄❄❄❄, --userType, msa, --versionType, release, --fml.neoForgeVersion, 21.1.215, --fml.fmlVersion, 4.0.42, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient, --width, 854, --height, 480]
[27Nov2025 21:31:28.082] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: JVM identified as Microsoft OpenJDK 64-Bit Server VM 21.0.7+6-LTS
[27Nov2025 21:31:28.083] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 11.0.5+main.901c6ea8 starting: java version 21.0.7 by Microsoft; OS Windows 11 arch amd64 version 10.0
[27Nov2025 21:31:29.171] [main/INFO] [net.neoforged.fml.loading.ImmediateWindowHandler/]: Loading ImmediateWindowProvider fmlearlywindow
[27Nov2025 21:31:29.228] [main/INFO] [EARLYDISPLAY/]: Trying GL version 4.6
[27Nov2025 21:31:29.328] [main/INFO] [EARLYDISPLAY/]: Requested GL version 4.6 got version 4.6
[27Nov2025 21:31:29.364] [main/INFO] [gg.essential.container.loader.stage0.EssentialLoader/]: Updating stage1 to version 10 from union:/C:/Users/Jeff/AppData/Roaming/PrismLauncher/instances/%5BMODIFIED%5D%20Cobblemon-%20OVERCLOCKED_/minecraft/mods/Essential_neoforge_1-21-1.jar%23780!/gg/essential/loader/stage0/stage1.jar
[27Nov2025 21:31:29.373] [main/INFO] [gg.essential.loader.stage1.EssentialLoaderBase/]: Updating Essential Loader (stage2) version 1.6.6 (0e5a0c2dc3815b0a4d4626f551309cf5) from union:/C:/Users/Jeff/AppData/Roaming/PrismLauncher/instances/%5BMODIFIED%5D%20Cobblemon-%20OVERCLOCKED_/minecraft/mods/Essential_neoforge_1-21-1.jar%23780!/essential-loader-stage2-modlauncher9-1.6.6.jar
[27Nov2025 21:31:29.545] [pool-2-thread-1/INFO] [EARLYDISPLAY/]: GL info: AMD Radeon RX 6600 XT GL version 4.6.0 Core Profile Context 25.10.2.250923, ATI Technologies Inc.
[27Nov2025 21:31:30.636] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "actuallyadditions-1.3.22+mc1.21.1.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.639] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "actuallyharvest-1.21.1-1.1.6.1-NEOFORGE.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.642] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "additional_lights-neoforge-1.21-2.1.10.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.646] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "AdvancedAE-1.6.7-1.21.1.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.649] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "AdvancedLootInfo-neoforge-1.21.1-1.5.2.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.652] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "AdvancementPlaques-1.21.1-neoforge-1.6.8.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.655] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ae2ct-1.21.1-1.1.1.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.658] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ae2importexportcard-1.21.1-1.4.1.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.660] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ae2jeiintegration-1.2.0.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.664] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "AE2NetworkAnalyzer-1.21-2.1.3-neoforge.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.666] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ae2qolrecipes-neoforge-1.21.x-1.3.0.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.669] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ae2wtlib-19.3.0.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.671] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "aeinfinitybooster-neoforge-1.21.1-1.0.0.52.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.674] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "aether-1.21.1-1.5.10-neoforge.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.677] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "aether_emissivity-1.21.1-1.0.2-neoforge.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.679] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "aether_treasure_reforging-1.21.1-1.0.1-neoforge.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.681] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "aggroindicator-neoforge-1.21.1-2.0.3.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.687] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "AI-Improvements-1.21-0.5.3.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.689] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "AkashicTome-1.8-29.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.692] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "All-The-Wood-Weve-Got-NeoForge-2.2.3.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.695] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "allthearcanistgear-1.21.1-21.3.2.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.699] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "alltheleaks-1.1.3+1.21.1-neoforge.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.704] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "allthemodium-2.9.4_mc_1.21.1.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.707] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "alltheores-3.1.8_neoforge_1.21.1.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.710] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "allthewizardgear-1.21.1-1.1.11.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.713] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "almostunified-neoforge-1.21.1-1.3.0.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.716] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "AmbientSounds_NEOFORGE_v6.3.1_mc1.21.1.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.719] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "amendments-1.21-2.0.9-neoforge.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.722] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Apotheosis-1.21.1-8.4.1.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.723] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "apothic_amendments__enchanting-NF1.21.1-0.1.4.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.726] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "apothic_cataclysm-1.2.0.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.728] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "apothic_compats-0.2.0.2.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.731] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "apothic_sups_enchanting-0.1.0-neoforge-1.21.1.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.734] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ApothicAttributes-1.21.1-2.9.0.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.736] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "apothiccombat-1.2.1.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.739] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ApothicEnchanting-1.21.1-1.5.0.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.741] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ApothicSpawners-1.21.1-1.3.2.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.744] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "appleskin-neoforge-mc1.21-3.0.7.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.746] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Applied-Mekanistics-1.6.3.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.748] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "appliede-1.0.8-beta.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.752] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "appliedenergistics2-19.2.17.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.755] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "architectury-13.0.8-neoforge.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.758] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "armoroftheages-neoforge-1.21.1-1.5.7.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.760] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ars_additions-1.21.1-21.2.3.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.762] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ars_controle-1.21.1-1.6.12.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.764] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ars_creo-1.21.1-5.1.0.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.766] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ars_elemental-1.21.1-0.7.6.8.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.771] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ars_nouveau-1.21.1-5.10.6.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.773] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ars_ocultas-1.21.1-2.2.0.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.776] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ars_polymorphia-1.0.3.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.778] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ars_technica-1.21.1-2.4.0.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.781] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ars_unification-1.2.16.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.783] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "arsdelight-2.1.9.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
[27Nov2025 21:31:30.785] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "arseng-2.1.1-beta.jar" [locator: {mods folder locator at C:\Users\Jeff\AppData\Roaming\PrismLauncher\instances\[MODIFIED] Cobblemon- OVERCLOCKED!\minecraft\mods}, reader: mod manifest]
